displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
https://files.dicta.org.il/library-1-0/kesefnivchar2/kesefnivchar2__ocr_data_html_files.zip,כסף נבחר חלק ב,1895,הרב ברוך בנדיט גויטיין,לבוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/kesefnivchar2/kesefnivchar2__text_files.zip,https://files.dicta.org.il/library-1-0/kesefnivchar2/kesefnivchar2__nikud_meteg_files.zip,kesefnivchar2,Kesef Nivchar part 2,Rabbi Baruch Bendit Goitein,Halakha and Minhaggim,Lʹviv,,kesefnivchar2,
https://files.dicta.org.il/library-1-0/kesefnivchar3/kesefnivchar3__ocr_data_html_files.zip,כסף נבחר חלק ג,1895,הרב ברוך בנדיט גויטיין,לבוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/kesefnivchar3/kesefnivchar3__text_files.zip,https://files.dicta.org.il/library-1-0/kesefnivchar3/kesefnivchar3__nikud_meteg_files.zip,kesefnivchar3,Kesef Nivchar part 3,Rabbi Baruch Bendit Goitein,Halakha and Minhaggim,Lʹviv,,kesefnivchar3,
https://files.dicta.org.il/library-1-0/ketavsoferchullin/ketavsoferchullin__ocr_data_html_files.zip,כתב סופר גיטין חולין,1896,אברהם שמואל בנימין סופר,מונקאטש (מונקאץ'),תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ketavsoferchullin/ketavsoferchullin__text_files.zip,https://files.dicta.org.il/library-1-0/ketavsoferchullin/ketavsoferchullin__nikud_meteg_files.zip,ketavsoferchullin,Ketav Sofer Chullin,Avraham Shmuel Binyamin Sofer,Talmud and Commentaries,Munkatch (Mukacheve),,ketavsoferchullin,
https://files.dicta.org.il/library-1-0/ketavsofergittin1/ketavsofergittin1__ocr_data_html_files.zip,כתב סופר גיטין חלק א,1896,אברהם שמואל בנימין סופר,מונקאטש (מונקאץ'),תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ketavsofergittin1/ketavsofergittin1__text_files.zip,https://files.dicta.org.il/library-1-0/ketavsofergittin1/ketavsofergittin1__nikud_meteg_files.zip,ketavsofergittin1,Ketav Sofer Gittin part 1,Avraham Shmuel Binyamin Sofer,Talmud and Commentaries,Munkatch (Mukacheve),,ketavsofergittin1,
https://files.dicta.org.il/library-1-0/ketavsofergittin2/ketavsofergittin2__ocr_data_html_files.zip,כתב סופר גיטין חלק ב,1897,אברהם שמואל בנימין סופר,מונקאטש (מונקאץ'),תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ketavsofergittin2/ketavsofergittin2__text_files.zip,https://files.dicta.org.il/library-1-0/ketavsofergittin2/ketavsofergittin2__nikud_meteg_files.zip,ketavsofergittin2,Ketav Sofer Gittin part 2,Avraham Shmuel Binyamin Sofer,Talmud and Commentaries,Munkatch (Mukacheve),,ketavsofergittin2,
https://files.dicta.org.il/library-1-0/kolharamazkodashim/kolharamazkodashim__ocr_data_html_files.zip,"קול הרמ""ז קדשים",1879,"זכות, משה בן מרדכי",ורשה,"ספרות חז""ל",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kolharamazkodashim/kolharamazkodashim__text_files.zip,https://files.dicta.org.il/library-1-0/kolharamazkodashim/kolharamazkodashim__nikud_meteg_files.zip,kolharamazkodashim,Kol Haramaz Kodashim,Moses ben Mordecai Zacuto,Rabbinic Literature,Warsaw,,kolharamazkodashim,
https://files.dicta.org.il/library-1-0/kolharamazmoed/kolharamazmoed__ocr_data_html_files.zip,"קול הרמ""ז מועד",1879,"זכות, משה בן מרדכי",ורשה,"ספרות חז""ל",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kolharamazmoed/kolharamazmoed__text_files.zip,https://files.dicta.org.il/library-1-0/kolharamazmoed/kolharamazmoed__nikud_meteg_files.zip,kolharamazmoed,Kol Haramaz Moed,Moses ben Mordecai Zacuto,Rabbinic Literature,Warsaw,,kolharamazmoed,
https://files.dicta.org.il/library-1-0/kolharamaznashim/kolharamaznashim__ocr_data_html_files.zip,"קול הרמ""ז נשים",1879,"זכות, משה בן מרדכי",ורשה,"ספרות חז""ל",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kolharamaznashim/kolharamaznashim__text_files.zip,https://files.dicta.org.il/library-1-0/kolharamaznashim/kolharamaznashim__nikud_meteg_files.zip,kolharamaznashim,Kol Haramaz Nashim,Moses ben Mordecai Zacuto,Rabbinic Literature,Warsaw,,kolharamaznashim,
https://files.dicta.org.il/library-1-0/kolharamaznezikin/kolharamaznezikin__ocr_data_html_files.zip,"קול הרמ""ז נזקין",1879,"זכות, משה בן מרדכי",ורשה,"ספרות חז""ל",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kolharamaznezikin/kolharamaznezikin__text_files.zip,https://files.dicta.org.il/library-1-0/kolharamaznezikin/kolharamaznezikin__nikud_meteg_files.zip,kolharamaznezikin,Kol Haramaz Nezikin,Moses ben Mordecai Zacuto,Rabbinic Literature,Warsaw,,kolharamaznezikin,
https://files.dicta.org.il/library-1-0/kolharamazzeraim/kolharamazzeraim__ocr_data_html_files.zip,"קול הרמ""ז זרעים",1879,"זכות, משה בן מרדכי",ורשה,"ספרות חז""ל",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kolharamazzeraim/kolharamazzeraim__text_files.zip,https://files.dicta.org.il/library-1-0/kolharamazzeraim/kolharamazzeraim__nikud_meteg_files.zip,kolharamazzeraim,Kol Haramaz Zeraim,Moses ben Mordecai Zacuto,Rabbinic Literature,Warsaw,,kolharamazzeraim,
https://files.dicta.org.il/library-1-0/koshayeshuot/koshayeshuot__ocr_data_html_files.zip,כוס הישועות,1904,"שמואל שאטין כ""ץ",קרקוב (קארקא),תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/koshayeshuot/koshayeshuot__text_files.zip,https://files.dicta.org.il/library-1-0/koshayeshuot/koshayeshuot__nikud_meteg_files.zip,koshayeshuot,Kos haYeshuot,Shmuel Schotten HaCohen,Talmud and Commentaries,Krakow,,koshayeshuot,
https://files.dicta.org.il/library-1-0/lechemrav/lechemrav__ocr_data_html_files.zip,"לחם רב (ל""לחם משנה"")",1884,"אברהם ב""ר משה די בוטון",קרקוב (קארקא),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/lechemrav/lechemrav__text_files.zip,https://files.dicta.org.il/library-1-0/lechemrav/lechemrav__nikud_meteg_files.zip,lechemrav,Lechem Rav,"De Button, Avraham",Responsa,Krakow,,lechemrav,
https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim1/lekuteiheberbenchaim1__ocr_data_html_files.zip,ליקוטי חבר בן חיים א,1878,ר' חזקיה פיבל פלויט,ברטיסלבה (פרשבורג),שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim1/lekuteiheberbenchaim1__text_files.zip,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim1/lekuteiheberbenchaim1__nikud_meteg_files.zip,lekuteiheberbenchaim1,Lekutei Heber ben Chaim part 1,Chezkiah Feivel Plaut,Miscellaneous,Bratislava (Pressburg),,lekuteiheberbenchaim1,
https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim3/lekuteiheberbenchaim3__ocr_data_html_files.zip,ליקוטי חבר בן חיים ג,1878,ר' חזקיה פיבל פלויט,ברטיסלבה (פרשבורג),שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim3/lekuteiheberbenchaim3__text_files.zip,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim3/lekuteiheberbenchaim3__nikud_meteg_files.zip,lekuteiheberbenchaim3,Lekutei Heber ben Chaim part 3,Chezkiah Feivel Plaut,Miscellaneous,Bratislava (Pressburg),,lekuteiheberbenchaim3,
https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim4/lekuteiheberbenchaim4__ocr_data_html_files.zip,ליקוטי חבר בן חיים ד,1881,ר' חזקיה פיבל פלויט,ברטיסלבה (פרשבורג),שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim4/lekuteiheberbenchaim4__text_files.zip,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim4/lekuteiheberbenchaim4__nikud_meteg_files.zip,lekuteiheberbenchaim4,Lekutei Heber ben Chaim part 4,Chezkiah Feivel Plaut,Miscellaneous,Bratislava (Pressburg),,lekuteiheberbenchaim4,
https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim7/lekuteiheberbenchaim7__ocr_data_html_files.zip,ליקוטי חבר בן חיים ז,1887,חזקיה פיבל פלויט,פקש,שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim7/lekuteiheberbenchaim7__text_files.zip,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim7/lekuteiheberbenchaim7__nikud_meteg_files.zip,lekuteiheberbenchaim7,Lekutei Heber Ben Chaim part 7,Chezkiah Feivel Plaut ,Miscellaneous,Paks,,lekuteiheberbenchaim7,
https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim8/lekuteiheberbenchaim8__ocr_data_html_files.zip,ליקוטי חבר בן חיים ח,1888,חזקיה פיבל פלויט,פקש,שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim8/lekuteiheberbenchaim8__text_files.zip,https://files.dicta.org.il/library-1-0/lekuteiheberbenchaim8/lekuteiheberbenchaim8__nikud_meteg_files.zip,lekuteiheberbenchaim8,Lekutei Heber Ben Chaim part 8,Chezkiah Feivel Plaut ,Miscellaneous,Paks,,lekuteiheberbenchaim8,
https://files.dicta.org.il/library-1-0/levhayim2/levhayim2__ocr_data_html_files.zip,לב חיים פלג'י חלק ב,1869,"פלג’י, חיים בן יעקב",איזמיר,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levhayim2/levhayim2__text_files.zip,https://files.dicta.org.il/library-1-0/levhayim2/levhayim2__nikud_meteg_files.zip,levhayim2,Lev Hayim part 2,"Palache, Hayyim,",Responsa,Izmir,,levhayim2,
https://files.dicta.org.il/library-1-0/levushemordekhaichoshenmishpat/levushemordekhaichoshenmishpat__ocr_data_html_files.zip,לבושי מרדכי על חושן משפט,1913,רבי יהודה נפתלי וינקלר,טולצ'ה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaichoshenmishpat/levushemordekhaichoshenmishpat__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaichoshenmishpat/levushemordekhaichoshenmishpat__nikud_meteg_files.zip,levushemordekhaichoshenmishpat,Levushe Mordekhai Choshen Mishpat,Rabbi yehuda naftali Winkler,Responsa,Tulcea,,levushemordekhaichoshenmishpat,
https://files.dicta.org.il/library-1-0/levushemordekhaichoshenmishpattanina/levushemordekhaichoshenmishpattanina__ocr_data_html_files.zip,לבושי מרדכי על חושן משפט מהדורא תנינא,1912,רבי יהודה נפתלי וינקלר,טולצ'ה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaichoshenmishpattanina/levushemordekhaichoshenmishpattanina__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaichoshenmishpattanina/levushemordekhaichoshenmishpattanina__nikud_meteg_files.zip,levushemordekhaichoshenmishpattanina,Levushe Mordekhai Choshen Mishpat tanina,Rabbi yehuda naftali Winkler,Responsa,Tulcea,,levushemordekhaichoshenmishpattanina,
https://files.dicta.org.il/library-1-0/levushemordekhaievenhaezertanina/levushemordekhaievenhaezertanina__ocr_data_html_files.zip,לבושי מרדכי על אבן העזר מהדורא תנינא,1913,רבי יהודה נפתלי וינקלר,טולצ'ה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaievenhaezertanina/levushemordekhaievenhaezertanina__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaievenhaezertanina/levushemordekhaievenhaezertanina__nikud_meteg_files.zip,levushemordekhaievenhaezertanina,Levushe Mordekhai Even Haezer  tanina,Rabbi yehuda naftali Winkler,Responsa,Tulcea,,levushemordekhaievenhaezertanina,
https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaim/levushemordekhaiorachchaim__ocr_data_html_files.zip,לבושי מרדכי על אורח חיים,1913,רבי יהודה נפתלי וינקלר,בודפשט,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaim/levushemordekhaiorachchaim__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaim/levushemordekhaiorachchaim__nikud_meteg_files.zip,levushemordekhaiorachchaim,Levushe Mordekhai Orach Chaim,Rabbi yehuda naftali Winkler,Responsa,Budapest,,levushemordekhaiorachchaim,
https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaimtalitai/levushemordekhaiorachchaimtalitai__ocr_data_html_files.zip,לבושי מרדכי על אורח חיים מהדורא תליתאי,1912,רבי יהודה נפתלי וינקלר,טולצ'ה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaimtalitai/levushemordekhaiorachchaimtalitai__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaimtalitai/levushemordekhaiorachchaimtalitai__nikud_meteg_files.zip,levushemordekhaiorachchaimtalitai,Levushe Mordekhai Orach Chaim talitai,Rabbi yehuda naftali Winkler,Responsa,Tulcea,,levushemordekhaiorachchaimtalitai,
https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaimtanina/levushemordekhaiorachchaimtanina__ocr_data_html_files.zip,לבושי מרדכי על אורח חיים מהדורא תנינא,1912,רבי יהודה נפתלי וינקלר,טולצ'ה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaimtanina/levushemordekhaiorachchaimtanina__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaiorachchaimtanina/levushemordekhaiorachchaimtanina__nikud_meteg_files.zip,levushemordekhaiorachchaimtanina,Levushe Mordekhai Orach Chaim tanina,Rabbi yehuda naftali Winkler,Responsa,Tulcea,,levushemordekhaiorachchaimtanina,
https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeah/levushemordekhaiyorehdeah__ocr_data_html_files.zip,לבושי מרדכי על יורה דעה,1913,רבי יהודה נפתלי וינקלר,בודפשט,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeah/levushemordekhaiyorehdeah__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeah/levushemordekhaiyorehdeah__nikud_meteg_files.zip,levushemordekhaiyorehdeah,Levushe Mordekhai Yoreh Deah,Rabbi yehuda naftali Winkler,Responsa,Budapest,,levushemordekhaiyorehdeah,
https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeahtalitai/levushemordekhaiyorehdeahtalitai__ocr_data_html_files.zip,לבושי מרדכי על יורה דעה מהדורא תליתאי,1913,רבי יהודה נפתלי וינקלר,טולצ'ה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeahtalitai/levushemordekhaiyorehdeahtalitai__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeahtalitai/levushemordekhaiyorehdeahtalitai__nikud_meteg_files.zip,levushemordekhaiyorehdeahtalitai,Levushe Mordekhai Yoreh Deah talitai,Rabbi yehuda naftali Winkler,Responsa,Tulcea,,levushemordekhaiyorehdeahtalitai,
https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeahtanina/levushemordekhaiyorehdeahtanina__ocr_data_html_files.zip,לבושי מרדכי על יורה דעה מהדורא תנינא,1913,רבי יהודה נפתלי וינקלר,טולצ'ה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeahtanina/levushemordekhaiyorehdeahtanina__text_files.zip,https://files.dicta.org.il/library-1-0/levushemordekhaiyorehdeahtanina/levushemordekhaiyorehdeahtanina__nikud_meteg_files.zip,levushemordekhaiyorehdeahtanina,Levushe Mordekhai Yoreh Deah tanina,Rabbi yehuda naftali Winkler,Responsa,Tulcea,,levushemordekhaiyorehdeahtanina,
https://files.dicta.org.il/library-1-0/lifelagotreuven5/lifelagotreuven5__ocr_data_html_files.zip,לפלגות ראובן חלק ה,1932,זליג ראובן בן צבי הירש בנגיס ,קידן (קדאינאי),שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/lifelagotreuven5/lifelagotreuven5__text_files.zip,https://files.dicta.org.il/library-1-0/lifelagotreuven5/lifelagotreuven5__nikud_meteg_files.zip,lifelagotreuven5,Li-felagot Reuven part 5,Zelig Reuven Bengis,Miscellaneous,Kiedany (Kedainai),,lifelagotreuven5,
https://files.dicta.org.il/library-1-0/lifelagotreuven7/lifelagotreuven7__ocr_data_html_files.zip,לפלגות ראובן חלק ז,1950,זליג ראובן בן צבי הירש בנגיס ,ירושלים,שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/lifelagotreuven7/lifelagotreuven7__text_files.zip,https://files.dicta.org.il/library-1-0/lifelagotreuven7/lifelagotreuven7__nikud_meteg_files.zip,lifelagotreuven7,Li-felagot Reuven part 7,Zelig Reuven Bengis,Miscellaneous,Jerusalem,,lifelagotreuven7,
https://files.dicta.org.il/library-1-0/liliyeshuahshas/liliyeshuahshas__ocr_data_html_files.zip,"לי לישועה (על הש""ס)",1883,ישועה הלוי,ירושלים,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/liliyeshuahshas/liliyeshuahshas__text_files.zip,https://files.dicta.org.il/library-1-0/liliyeshuahshas/liliyeshuahshas__nikud_meteg_files.zip,liliyeshuahshas,Li Li-Yeshu’ah (SHAS),Yishaya Halevi,Talmud and Commentaries,Jerusalem,,liliyeshuahshas,
https://files.dicta.org.il/library-1-0/liliyeshuahshulchanaruch/liliyeshuahshulchanaruch__ocr_data_html_files.zip,"לי לישועה (על השו""ע)",1883,ישועה הלוי,ירושלים,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/liliyeshuahshulchanaruch/liliyeshuahshulchanaruch__text_files.zip,https://files.dicta.org.il/library-1-0/liliyeshuahshulchanaruch/liliyeshuahshulchanaruch__nikud_meteg_files.zip,liliyeshuahshulchanaruch,Li Li-Yeshu’ah (Shulchan Aruch),Yishaya Halevi,Halakha and Minhaggim,Jerusalem,,liliyeshuahshulchanaruch,
https://files.dicta.org.il/library-1-0/liliyeshuahtanach/liliyeshuahtanach__ocr_data_html_files.zip,"לי לישועה (על התנ""ך)",1883,ישועה הלוי,ירושלים,"תנ""ך ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/liliyeshuahtanach/liliyeshuahtanach__text_files.zip,https://files.dicta.org.il/library-1-0/liliyeshuahtanach/liliyeshuahtanach__nikud_meteg_files.zip,liliyeshuahtanach,Li Li-Yeshu’ah (Tanach),Yishaya Halevi,Tanakh and Commentaries,Jerusalem,,liliyeshuahtanach,
https://files.dicta.org.il/library-1-0/luaherezhachdash/luaherezhachdash__ocr_data_html_files.zip,לוח ארז החדש,1915,יצחק בן אליעזר ליפמן קונשטט ,וינה,"תנ""ך ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/luaherezhachdash/luaherezhachdash__text_files.zip,https://files.dicta.org.il/library-1-0/luaherezhachdash/luaherezhachdash__nikud_meteg_files.zip,luaherezhachdash,Luah erez hachdash,Isaac ben Eliezer Lipman Kunstadt,Tanakh and Commentaries,Vienna,,luaherezhachdash,
https://files.dicta.org.il/library-1-0/magenavot2/magenavot2__ocr_data_html_files.zip,מגן אבות חלק ב,1902,שלמה זלמן שניאורסון ,ברדיצ'ב,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/magenavot2/magenavot2__text_files.zip,https://files.dicta.org.il/library-1-0/magenavot2/magenavot2__nikud_meteg_files.zip,magenavot2,Magen Avot part 2,Shlomo Zalman Schneirson,Chassidut,Berdychiv,,magenavot2,
https://files.dicta.org.il/library-1-0/maharamlublin/maharamlublin__ocr_data_html_files.zip,"מהר""ם לובלין",1881,מאיר מלובלין,ורשה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/maharamlublin/maharamlublin__text_files.zip,https://files.dicta.org.il/library-1-0/maharamlublin/maharamlublin__nikud_meteg_files.zip,maharamlublin_EGT,Maharam Lublin,Meir Lublin,Responsa,Warsaw,,maharamlublin,
https://files.dicta.org.il/library-1-0/maharamshicktorah/maharamshicktorah__ocr_data_html_files.zip,"מהר""ם שיק על התורה",1905,רבי משה שיק,מונקאטש (מונקאץ'),"תנ""ך ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/maharamshicktorah/maharamshicktorah__text_files.zip,https://files.dicta.org.il/library-1-0/maharamshicktorah/maharamshicktorah__nikud_meteg_files.zip,maharamshicktorah,Maharam Shik Torah,"Shik, Moshe",Tanakh and Commentaries,Munkatch (Mukacheve),,maharamshicktorah,
https://files.dicta.org.il/library-1-0/maharashresponsa6/maharashresponsa6__ocr_data_html_files.zip,"שו""ת מהר""ש ו",1938,שמואל אנגל,ברדיצ'ב,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/maharashresponsa6/maharashresponsa6__text_files.zip,https://files.dicta.org.il/library-1-0/maharashresponsa6/maharashresponsa6__nikud_meteg_files.zip,maharashresponsa6,Maharash responsa part 6,Shmuel Engel,Responsa,Berdychiv,,maharashresponsa6,
https://files.dicta.org.il/library-1-0/maharitalgazihilchotbekhorotvechallah/maharitalgazihilchotbekhorotvechallah__ocr_data_html_files.zip,מהרי”ט אלגאזי על בכורות וחלה,1866,יום-טוב אלגאזי,וילנה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/maharitalgazihilchotbekhorotvechallah/maharitalgazihilchotbekhorotvechallah__text_files.zip,https://files.dicta.org.il/library-1-0/maharitalgazihilchotbekhorotvechallah/maharitalgazihilchotbekhorotvechallah__nikud_meteg_files.zip,maharitalgazihilchotbekhorotvechallah,Maharit Algazi (Bechorot ve Challah),rabbi Yom Tov Algazi,Talmud and Commentaries,Vilna (Vilnius),,maharitalgazihilchotbekhorotvechallah,
https://files.dicta.org.il/library-1-0/marheshet1/marheshet1__ocr_data_html_files.zip,מרחשת חלק א,1931,חנוך אייגש,בילגוריי,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/marheshet1/marheshet1__text_files.zip,https://files.dicta.org.il/library-1-0/marheshet1/marheshet1__nikud_meteg_files.zip,marheshet1,Marcheshet part 1,Hanokh Henikh Aigeś,Responsa,Bilgoraj,,marheshet1,
https://files.dicta.org.il/library-1-0/mekorchayim1/mekorchayim1__ocr_data_html_files.zip,מקור חיים - א,1878,חיים הכהן,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/mekorchayim1/mekorchayim1__text_files.zip,https://files.dicta.org.il/library-1-0/mekorchayim1/mekorchayim1__nikud_meteg_files.zip,mekorchayim1,Mekor Chayim - 1,Chaim ben Avraham haCohen miAram Tzovah,Halakha and Minhaggim,Piotrków,,mekorchayim1,
https://files.dicta.org.il/library-1-0/meloharoyim2/meloharoyim2__ocr_data_html_files.zip,מלא הרועים  חלק ב,1880,"יולס, יעקב צבי בן נפתלי",ורשה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/meloharoyim2/meloharoyim2__text_files.zip,https://files.dicta.org.il/library-1-0/meloharoyim2/meloharoyim2__nikud_meteg_files.zip,meloharoyim2,Melo ha-Royim part 2,Yaakov Tzvi Yalis,Talmud and Commentaries,Warsaw,,meloharoyim2,
https://files.dicta.org.il/library-1-0/meorotnatan/meorotnatan__ocr_data_html_files.zip,מאורות נתן,1903,"בורג'ל, נתן בן אברהם",תוניס,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/meorotnatan/meorotnatan__text_files.zip,https://files.dicta.org.il/library-1-0/meorotnatan/meorotnatan__nikud_meteg_files.zip,meorotnatan,Meorot Natan,Natan Borgel,Talmud and Commentaries,Tunisia,,meorotnatan,
https://files.dicta.org.il/library-1-0/metzapeharyeh/metzapeharyeh__ocr_data_html_files.zip,מצפה אריה,1880,אריה ליב בן אברהם יוסף ברודא ,למברג (לבוב),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/metzapeharyeh/metzapeharyeh__text_files.zip,https://files.dicta.org.il/library-1-0/metzapeharyeh/metzapeharyeh__nikud_meteg_files.zip,metzapeharyeh,Metzapeh Aryeh,"Broda, Aryeh Leib Ben Avrohom Yosef",Responsa,Lemberg (Lvov),,metzapeharyeh,
https://files.dicta.org.il/library-1-0/metzapeharyehtanina1/metzapeharyehtanina1__ocr_data_html_files.zip,מצפה אריה תנינא חלק א,1912,אריה ליב בן אברהם יוסף ברודא ,למברג (לבוב),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/metzapeharyehtanina1/metzapeharyehtanina1__text_files.zip,https://files.dicta.org.il/library-1-0/metzapeharyehtanina1/metzapeharyehtanina1__nikud_meteg_files.zip,metzapeharyehtanina1,Metzapeh Aryeh Tanina part 1,"Broda, Aryeh Leib Ben Avrohom Yosef",Responsa,Lemberg (Lvov),,metzapeharyehtanina1,
https://files.dicta.org.il/library-1-0/metzapeharyehtanina2/metzapeharyehtanina2__ocr_data_html_files.zip,מצפה אריה תנינא חלק ב,1912,אריה ליב בן אברהם יוסף ברודא ,למברג (לבוב),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/metzapeharyehtanina2/metzapeharyehtanina2__text_files.zip,https://files.dicta.org.il/library-1-0/metzapeharyehtanina2/metzapeharyehtanina2__nikud_meteg_files.zip,metzapeharyehtanina2,Metzapeh Aryeh Tanina part 2,"Broda, Aryeh Leib Ben Avrohom Yosef",Responsa,Lemberg (Lvov),,metzapeharyehtanina2,
https://files.dicta.org.il/library-1-0/minhatpatimchoshenmishpat/minhatpatimchoshenmishpat__ocr_data_html_files.zip,מנחת פתים חושן משפט,1898,מאיר אריק,מונקאטש (מונקאץ'),הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/minhatpatimchoshenmishpat/minhatpatimchoshenmishpat__text_files.zip,https://files.dicta.org.il/library-1-0/minhatpatimchoshenmishpat/minhatpatimchoshenmishpat__nikud_meteg_files.zip,minhatpatimchoshenmishpat,Minhat Patim choshen mishpat,Rabbi Meir Arik,Halakha and Minhaggim,Munkatch (Mukacheve),,minhatpatimchoshenmishpat,
https://files.dicta.org.il/library-1-0/minhatpatimevenhaezer/minhatpatimevenhaezer__ocr_data_html_files.zip,מנחת פתים אבן העזר,1907,מאיר אריק,מונקאטש (מונקאץ'),הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/minhatpatimevenhaezer/minhatpatimevenhaezer__text_files.zip,https://files.dicta.org.il/library-1-0/minhatpatimevenhaezer/minhatpatimevenhaezer__nikud_meteg_files.zip,minhatpatimevenhaezer,Minhat Patim Even haEzer,Rabbi Meir Arik,Halakha and Minhaggim,Munkatch (Mukacheve),,minhatpatimevenhaezer,
